"No.","Time","Source","Destination","Protocol","Length","Info"
"155","0.431523","10.0.0.2","10.128.0.2","TCP","54","3392  >  80 [SYN] Seq=0 Win=512 Len=0"
"156","0.437210","10.128.0.2","10.0.0.2","TCP","58","80  >  3392 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"157","0.439922","10.0.0.2","10.128.0.2","TCP","54","3393  >  80 [SYN] Seq=0 Win=512 Len=0"
"158","0.445346","10.128.0.2","10.0.0.2","TCP","58","80  >  3393 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"159","0.448347","10.0.0.2","10.128.0.2","TCP","54","3394  >  80 [SYN] Seq=0 Win=512 Len=0"
"160","0.449645","10.128.0.2","10.0.0.2","TCP","58","80  >  3274 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"161","0.453218","10.128.0.2","10.0.0.2","TCP","58","80  >  3270 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"162","0.453915","10.128.0.2","10.0.0.2","TCP","58","80  >  3394 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"163","0.456776","10.0.0.2","10.128.0.2","TCP","54","3395  >  80 [SYN] Seq=0 Win=512 Len=0"
"164","0.458654","10.128.0.2","10.0.0.2","TCP","58","80  >  3272 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"165","0.459759","10.128.0.2","10.0.0.2","TCP","58","80  >  3276 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"166","0.462280","10.128.0.2","10.0.0.2","TCP","58","80  >  3395 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"167","0.465190","10.0.0.2","10.128.0.2","TCP","54","3396  >  80 [SYN] Seq=0 Win=512 Len=0"
"168","0.470542","10.128.0.2","10.0.0.2","TCP","58","80  >  3396 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"169","0.471293","10.128.0.2","10.0.0.2","TCP","58","80  >  3271 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"170","0.471360","10.128.0.2","10.0.0.2","TCP","58","80  >  3273 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"171","0.473740","10.0.0.2","10.128.0.2","TCP","54","3397  >  80 [SYN] Seq=0 Win=512 Len=0"
"172","0.479123","10.128.0.2","10.0.0.2","TCP","58","80  >  3397 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"173","0.482164","10.0.0.2","10.128.0.2","TCP","54","3398  >  80 [SYN] Seq=0 Win=512 Len=0"
"174","0.487512","10.128.0.2","10.0.0.2","TCP","58","80  >  3277 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"175","0.487701","10.128.0.2","10.0.0.2","TCP","58","80  >  3275 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"176","0.487781","10.128.0.2","10.0.0.2","TCP","58","80  >  3398 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"177","0.490617","10.0.0.2","10.128.0.2","TCP","54","3399  >  80 [SYN] Seq=0 Win=512 Len=0"
"178","0.496273","10.128.0.2","10.0.0.2","TCP","58","80  >  3399 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"179","0.499041","10.0.0.2","10.128.0.2","TCP","54","3400  >  80 [SYN] Seq=0 Win=512 Len=0"
"180","0.504480","10.128.0.2","10.0.0.2","TCP","58","80  >  3400 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"181","0.507485","10.0.0.2","10.128.0.2","TCP","54","3401  >  80 [SYN] Seq=0 Win=512 Len=0"
"182","0.513106","10.128.0.2","10.0.0.2","TCP","58","80  >  3401 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"183","0.515188","10.128.0.2","10.0.0.2","TCP","58","80  >  3278 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"184","0.515912","10.0.0.2","10.128.0.2","TCP","54","3402  >  80 [SYN] Seq=0 Win=512 Len=0"
"185","0.516198","10.128.0.2","10.0.0.2","TCP","58","80  >  3279 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"186","0.516353","10.128.0.2","10.0.0.2","TCP","58","80  >  3280 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"187","0.521456","10.128.0.2","10.0.0.2","TCP","58","80  >  3402 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"188","0.524383","10.0.0.2","10.128.0.2","TCP","54","3403  >  80 [SYN] Seq=0 Win=512 Len=0"
"189","0.530015","10.128.0.2","10.0.0.2","TCP","58","80  >  3403 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"190","0.532847","10.0.0.2","10.128.0.2","TCP","54","3404  >  80 [SYN] Seq=0 Win=512 Len=0"
"191","0.538208","10.128.0.2","10.0.0.2","TCP","58","80  >  3404 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"192","0.538881","10.128.0.2","10.0.0.2","TCP","58","80  >  3284 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"193","0.541259","10.0.0.2","10.128.0.2","TCP","54","3405  >  80 [SYN] Seq=0 Win=512 Len=0"
"194","0.541746","10.128.0.2","10.0.0.2","TCP","58","80  >  3282 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"195","0.546746","10.128.0.2","10.0.0.2","TCP","58","80  >  3405 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"196","0.549754","10.0.0.2","10.128.0.2","TCP","54","3406  >  80 [SYN] Seq=0 Win=512 Len=0"
